LEAD 4: NODE SIGN-ENTROPY HETEROGENEITY vs. AUC -- raw per-cell data (canonical, shared edges)
Same numbers as the PNGs / report.md tables, in plain text.

=== bitcoin-alpha | variant=out_out | binning=fixed | n_buckets=2 | model=walk_full ===
src_entropy_range	tgt_entropy_range	auc	n	note
0.3438-0.3750	0.2812-0.3125		1	below_min_n
0.3750-0.4062	0.2812-0.3125		0	empty
0.4062-0.4375	0.2812-0.3125		2	below_min_n
0.4375-0.4688	0.2812-0.3125		1	below_min_n
0.4688-0.5000	0.2812-0.3125		2	below_min_n
0.5000-0.5312	0.2812-0.3125		5	below_min_n
0.5312-0.5625	0.2812-0.3125		0	empty
0.5625-0.5938	0.2812-0.3125		0	empty
0.5938-0.6250	0.2812-0.3125		1	below_min_n
0.6250-0.6562	0.2812-0.3125		1	below_min_n
0.6562-0.6875	0.2812-0.3125		0	empty
0.6875-0.7188	0.2812-0.3125		1	below_min_n
0.7188-0.7500	0.2812-0.3125		0	empty
0.7500-0.7812	0.2812-0.3125		0	empty
0.7812-0.8125	0.2812-0.3125		0	empty
0.8125-0.8438	0.2812-0.3125		1	below_min_n
0.8438-0.8750	0.2812-0.3125		0	empty
0.8750-0.9062	0.2812-0.3125		0	empty
0.9062-0.9375	0.2812-0.3125		1	below_min_n
0.9375-0.9688	0.2812-0.3125		0	empty
0.9688-1.0000	0.2812-0.3125		1	below_min_n
0.0000-0.0312	0.3125-0.3438		20	single_class
0.0312-0.0625	0.3125-0.3438		0	empty
0.0625-0.0938	0.3125-0.3438		0	empty
0.0938-0.1250	0.3125-0.3438		0	empty
0.1250-0.1562	0.3125-0.3438		3	below_min_n
0.1562-0.1875	0.3125-0.3438		3	below_min_n
0.1875-0.2188	0.3125-0.3438		1	below_min_n
0.2188-0.2500	0.3125-0.3438		1	below_min_n
0.2500-0.2812	0.3125-0.3438		1	below_min_n
0.2812-0.3125	0.3125-0.3438		3	below_min_n
0.3125-0.3438	0.3125-0.3438		0	empty
0.3438-0.3750	0.3125-0.3438		1	below_min_n
0.3750-0.4062	0.3125-0.3438		1	below_min_n
0.4062-0.4375	0.3125-0.3438		0	empty
0.4375-0.4688	0.3125-0.3438		0	empty
0.4688-0.5000	0.3125-0.3438		2	below_min_n
0.5000-0.5312	0.3125-0.3438		3	below_min_n
0.5312-0.5625	0.3125-0.3438		1	below_min_n
0.5625-0.5938	0.3125-0.3438		5	below_min_n
0.5938-0.6250	0.3125-0.3438		0	empty
0.6250-0.6562	0.3125-0.3438		1	below_min_n
0.6562-0.6875	0.3125-0.3438		0	empty
0.6875-0.7188	0.3125-0.3438		0	empty
0.7188-0.7500	0.3125-0.3438		1	below_min_n
0.7500-0.7812	0.3125-0.3438		1	below_min_n
0.7812-0.8125	0.3125-0.3438		0	empty
0.8125-0.8438	0.3125-0.3438		2	below_min_n
0.8438-0.8750	0.3125-0.3438		1	below_min_n
0.8750-0.9062	0.3125-0.3438		0	empty
0.9062-0.9375	0.3125-0.3438		2	below_min_n
0.9375-0.9688	0.3125-0.3438		0	empty
0.9688-1.0000	0.3125-0.3438		2	below_min_n
0.0000-0.0312	0.3438-0.3750		30	single_class
0.0312-0.0625	0.3438-0.3750		0	empty
0.0625-0.0938	0.3438-0.3750		0	empty
0.0938-0.1250	0.3438-0.3750		1	below_min_n
0.1250-0.1562	0.3438-0.3750		2	below_min_n
0.1562-0.1875	0.3438-0.3750		2	below_min_n
0.1875-0.2188	0.3438-0.3750		2	below_min_n
0.2188-0.2500	0.3438-0.3750		2	below_min_n
0.2500-0.2812	0.3438-0.3750		4	below_min_n
0.2812-0.3125	0.3438-0.3750		1	below_min_n
0.3125-0.3438	0.3438-0.3750		0	empty
0.3438-0.3750	0.3438-0.3750		4	below_min_n
0.3750-0.4062	0.3438-0.3750		2	below_min_n
0.4062-0.4375	0.3438-0.3750		2	below_min_n
0.4375-0.4688	0.3438-0.3750		1	below_min_n
0.4688-0.5000	0.3438-0.3750		2	below_min_n
0.5000-0.5312	0.3438-0.3750		4	below_min_n
0.5312-0.5625	0.3438-0.3750		1	below_min_n
0.5625-0.5938	0.3438-0.3750		1	below_min_n
0.5938-0.6250	0.3438-0.3750		0	empty
0.6250-0.6562	0.3438-0.3750		1	below_min_n
0.6562-0.6875	0.3438-0.3750		0	empty
0.6875-0.7188	0.3438-0.3750		3	below_min_n
0.7188-0.7500	0.3438-0.3750		2	below_min_n
0.7500-0.7812	0.3438-0.3750		1	below_min_n
0.7812-0.8125	0.3438-0.3750		0	empty
0.8125-0.8438	0.3438-0.3750		0	empty
0.8438-0.8750	0.3438-0.3750		0	empty
0.8750-0.9062	0.3438-0.3750		0	empty
0.9062-0.9375	0.3438-0.3750		0	empty
0.9375-0.9688	0.3438-0.3750		0	empty
0.9688-1.0000	0.3438-0.3750		2	below_min_n
0.0000-0.0312	0.3750-0.4062		24	single_class
0.0312-0.0625	0.3750-0.4062		0	empty
0.0625-0.0938	0.3750-0.4062		1	below_min_n
0.0938-0.1250	0.3750-0.4062		0	empty
0.1250-0.1562	0.3750-0.4062		0	empty
0.1562-0.1875	0.3750-0.4062		2	below_min_n
0.1875-0.2188	0.3750-0.4062		1	below_min_n
0.2188-0.2500	0.3750-0.4062		1	below_min_n
0.2500-0.2812	0.3750-0.4062		1	below_min_n
0.2812-0.3125	0.3750-0.4062		4	below_min_n
0.3125-0.3438	0.3750-0.4062		2	below_min_n
0.3438-0.3750	0.3750-0.4062		4	below_min_n
0.3750-0.4062	0.3750-0.4062		1	below_min_n
0.4062-0.4375	0.3750-0.4062		0	empty
0.4375-0.4688	0.3750-0.4062		2	below_min_n
0.4688-0.5000	0.3750-0.4062		0	empty
0.5000-0.5312	0.3750-0.4062		4	below_min_n
0.5312-0.5625	0.3750-0.4062		0	empty
0.5625-0.5938	0.3750-0.4062		0	empty
0.5938-0.6250	0.3750-0.4062		2	below_min_n
0.6250-0.6562	0.3750-0.4062		1	below_min_n
0.6562-0.6875	0.3750-0.4062		1	below_min_n
0.6875-0.7188	0.3750-0.4062		0	empty
0.7188-0.7500	0.3750-0.4062		2	below_min_n
0.7500-0.7812	0.3750-0.4062		0	empty
0.7812-0.8125	0.3750-0.4062		0	empty
0.8125-0.8438	0.3750-0.4062		0	empty
0.8438-0.8750	0.3750-0.4062		0	empty
0.8750-0.9062	0.3750-0.4062		1	below_min_n
0.9062-0.9375	0.3750-0.4062		1	below_min_n
0.9375-0.9688	0.3750-0.4062		0	empty
0.9688-1.0000	0.3750-0.4062		0	empty
0.0000-0.0312	0.4062-0.4375		32	single_class
0.0312-0.0625	0.4062-0.4375		0	empty
0.0625-0.0938	0.4062-0.4375		1	below_min_n
0.0938-0.1250	0.4062-0.4375		0	empty
0.1250-0.1562	0.4062-0.4375		1	below_min_n
0.1562-0.1875	0.4062-0.4375		2	below_min_n
0.1875-0.2188	0.4062-0.4375		4	below_min_n
0.2188-0.2500	0.4062-0.4375		1	below_min_n
0.2500-0.2812	0.4062-0.4375		2	below_min_n
0.2812-0.3125	0.4062-0.4375		0	empty
0.3125-0.3438	0.4062-0.4375		0	empty
0.3438-0.3750	0.4062-0.4375		0	empty
0.3750-0.4062	0.4062-0.4375		2	below_min_n
0.4062-0.4375	0.4062-0.4375		1	below_min_n
0.4375-0.4688	0.4062-0.4375		1	below_min_n
0.4688-0.5000	0.4062-0.4375		0	empty
0.5000-0.5312	0.4062-0.4375		1	below_min_n
0.5312-0.5625	0.4062-0.4375		0	empty
0.5625-0.5938	0.4062-0.4375		0	empty
0.5938-0.6250	0.4062-0.4375		0	empty
0.6250-0.6562	0.4062-0.4375		0	empty
0.6562-0.6875	0.4062-0.4375		0	empty
0.6875-0.7188	0.4062-0.4375		0	empty
0.7188-0.7500	0.4062-0.4375		2	below_min_n
0.7500-0.7812	0.4062-0.4375		0	empty
0.7812-0.8125	0.4062-0.4375		2	below_min_n
0.8125-0.8438	0.4062-0.4375		1	below_min_n
0.8438-0.8750	0.4062-0.4375		0	empty
0.8750-0.9062	0.4062-0.4375		1	below_min_n
0.9062-0.9375	0.4062-0.4375		2	below_min_n
0.9375-0.9688	0.4062-0.4375		1	below_min_n
0.9688-1.0000	0.4062-0.4375		2	below_min_n
0.0000-0.0312	0.4375-0.4688		19	below_min_n
0.0312-0.0625	0.4375-0.4688		0	empty
0.0625-0.0938	0.4375-0.4688		0	empty
0.0938-0.1250	0.4375-0.4688		1	below_min_n
0.1250-0.1562	0.4375-0.4688		0	empty
0.1562-0.1875	0.4375-0.4688		6	below_min_n
0.1875-0.2188	0.4375-0.4688		3	below_min_n
0.2188-0.2500	0.4375-0.4688		1	below_min_n
0.2500-0.2812	0.4375-0.4688		0	empty
0.2812-0.3125	0.4375-0.4688		2	below_min_n
0.3125-0.3438	0.4375-0.4688		2	below_min_n
0.3438-0.3750	0.4375-0.4688		1	below_min_n
0.3750-0.4062	0.4375-0.4688		0	empty
0.4062-0.4375	0.4375-0.4688		1	below_min_n
0.4375-0.4688	0.4375-0.4688		2	below_min_n
0.4688-0.5000	0.4375-0.4688		1	below_min_n
0.5000-0.5312	0.4375-0.4688		1	below_min_n
0.5312-0.5625	0.4375-0.4688		0	empty
0.5625-0.5938	0.4375-0.4688		0	empty
0.5938-0.6250	0.4375-0.4688		0	empty
0.6250-0.6562	0.4375-0.4688		0	empty
0.6562-0.6875	0.4375-0.4688		0	empty
0.6875-0.7188	0.4375-0.4688		1	below_min_n
0.7188-0.7500	0.4375-0.4688		0	empty
0.7500-0.7812	0.4375-0.4688		1	below_min_n
0.7812-0.8125	0.4375-0.4688		0	empty
0.8125-0.8438	0.4375-0.4688		2	below_min_n
0.8438-0.8750	0.4375-0.4688		0	empty
0.8750-0.9062	0.4375-0.4688		0	empty
0.9062-0.9375	0.4375-0.4688		1	below_min_n
0.9375-0.9688	0.4375-0.4688		0	empty
0.9688-1.0000	0.4375-0.4688		1	below_min_n
0.0000-0.0312	0.4688-0.5000		8	below_min_n
0.0312-0.0625	0.4688-0.5000		0	empty
0.0625-0.0938	0.4688-0.5000		1	below_min_n
0.0938-0.1250	0.4688-0.5000		0	empty
0.1250-0.1562	0.4688-0.5000		0	empty
0.1562-0.1875	0.4688-0.5000		4	below_min_n
0.1875-0.2188	0.4688-0.5000		0	empty
0.2188-0.2500	0.4688-0.5000		0	empty
0.2500-0.2812	0.4688-0.5000		3	below_min_n
0.2812-0.3125	0.4688-0.5000		0	empty
0.3125-0.3438	0.4688-0.5000		1	below_min_n
0.3438-0.3750	0.4688-0.5000		4	below_min_n
0.3750-0.4062	0.4688-0.5000		1	below_min_n
0.4062-0.4375	0.4688-0.5000		1	below_min_n
0.4375-0.4688	0.4688-0.5000		0	empty
0.4688-0.5000	0.4688-0.5000		0	empty
0.5000-0.5312	0.4688-0.5000		1	below_min_n
0.5312-0.5625	0.4688-0.5000		1	below_min_n
0.5625-0.5938	0.4688-0.5000		0	empty
0.5938-0.6250	0.4688-0.5000		0	empty
0.6250-0.6562	0.4688-0.5000		0	empty
0.6562-0.6875	0.4688-0.5000		1	below_min_n
0.6875-0.7188	0.4688-0.5000		1	below_min_n
0.7188-0.7500	0.4688-0.5000		1	below_min_n
0.7500-0.7812	0.4688-0.5000		0	empty
0.7812-0.8125	0.4688-0.5000		2	below_min_n
0.8125-0.8438	0.4688-0.5000		0	empty
0.8438-0.8750	0.4688-0.5000		0	empty
0.8750-0.9062	0.4688-0.5000		0	empty
0.9062-0.9375	0.4688-0.5000		0	empty
0.9375-0.9688	0.4688-0.5000		0	empty
0.9688-1.0000	0.4688-0.5000		0	empty
0.0000-0.0312	0.5000-0.5312		35	single_class
0.0312-0.0625	0.5000-0.5312		0	empty
0.0625-0.0938	0.5000-0.5312		2	below_min_n
0.0938-0.1250	0.5000-0.5312		0	empty
0.1250-0.1562	0.5000-0.5312		1	below_min_n
0.1562-0.1875	0.5000-0.5312		3	below_min_n
0.1875-0.2188	0.5000-0.5312		1	below_min_n
0.2188-0.2500	0.5000-0.5312		2	below_min_n
0.2500-0.2812	0.5000-0.5312		3	below_min_n
0.2812-0.3125	0.5000-0.5312		3	below_min_n
0.3125-0.3438	0.5000-0.5312		1	below_min_n
0.3438-0.3750	0.5000-0.5312		1	below_min_n
0.3750-0.4062	0.5000-0.5312		3	below_min_n
0.4062-0.4375	0.5000-0.5312		1	below_min_n
0.4375-0.4688	0.5000-0.5312		1	below_min_n
0.4688-0.5000	0.5000-0.5312		1	below_min_n
0.5000-0.5312	0.5000-0.5312		0	empty
0.5312-0.5625	0.5000-0.5312		0	empty
0.5625-0.5938	0.5000-0.5312		1	below_min_n
0.5938-0.6250	0.5000-0.5312		1	below_min_n
0.6250-0.6562	0.5000-0.5312		2	below_min_n
0.6562-0.6875	0.5000-0.5312		2	below_min_n
0.6875-0.7188	0.5000-0.5312		1	below_min_n
0.7188-0.7500	0.5000-0.5312		1	below_min_n
0.7500-0.7812	0.5000-0.5312		1	below_min_n
0.7812-0.8125	0.5000-0.5312		0	empty
0.8125-0.8438	0.5000-0.5312		0	empty
0.8438-0.8750	0.5000-0.5312		0	empty
0.8750-0.9062	0.5000-0.5312		2	below_min_n
0.9062-0.9375	0.5000-0.5312		1	below_min_n
0.9375-0.9688	0.5000-0.5312		0	empty
0.9688-1.0000	0.5000-0.5312		0	empty
0.0000-0.0312	0.5312-0.5625		11	below_min_n
0.0312-0.0625	0.5312-0.5625		0	empty
0.0625-0.0938	0.5312-0.5625		0	empty
0.0938-0.1250	0.5312-0.5625		0	empty
0.1250-0.1562	0.5312-0.5625		0	empty
0.1562-0.1875	0.5312-0.5625		1	below_min_n
0.1875-0.2188	0.5312-0.5625		0	empty
0.2188-0.2500	0.5312-0.5625		1	below_min_n
0.2500-0.2812	0.5312-0.5625		0	empty
0.2812-0.3125	0.5312-0.5625		0	empty
0.3125-0.3438	0.5312-0.5625		1	below_min_n
0.3438-0.3750	0.5312-0.5625		0	empty
0.3750-0.4062	0.5312-0.5625		0	empty
0.4062-0.4375	0.5312-0.5625		2	below_min_n
0.4375-0.4688	0.5312-0.5625		0	empty
0.4688-0.5000	0.5312-0.5625		0	empty
0.5000-0.5312	0.5312-0.5625		0	empty
0.5312-0.5625	0.5312-0.5625		1	below_min_n
0.5625-0.5938	0.5312-0.5625		0	empty
0.5938-0.6250	0.5312-0.5625		0	empty
0.6250-0.6562	0.5312-0.5625		0	empty
0.6562-0.6875	0.5312-0.5625		0	empty
0.6875-0.7188	0.5312-0.5625		1	below_min_n
0.7188-0.7500	0.5312-0.5625		1	below_min_n
0.7500-0.7812	0.5312-0.5625		0	empty
0.7812-0.8125	0.5312-0.5625		0	empty
0.8125-0.8438	0.5312-0.5625		1	below_min_n
0.8438-0.8750	0.5312-0.5625		1	below_min_n
0.8750-0.9062	0.5312-0.5625		1	below_min_n
0.9062-0.9375	0.5312-0.5625		0	empty
0.9375-0.9688	0.5312-0.5625		0	empty
0.9688-1.0000	0.5312-0.5625		0	empty
0.0000-0.0312	0.5625-0.5938		8	below_min_n
0.0312-0.0625	0.5625-0.5938		0	empty
0.0625-0.0938	0.5625-0.5938		1	below_min_n
0.0938-0.1250	0.5625-0.5938		0	empty
0.1250-0.1562	0.5625-0.5938		2	below_min_n
0.1562-0.1875	0.5625-0.5938		1	below_min_n
0.1875-0.2188	0.5625-0.5938		0	empty
0.2188-0.2500	0.5625-0.5938		2	below_min_n
0.2500-0.2812	0.5625-0.5938		0	empty
0.2812-0.3125	0.5625-0.5938		0	empty
0.3125-0.3438	0.5625-0.5938		0	empty
0.3438-0.3750	0.5625-0.5938		0	empty
0.3750-0.4062	0.5625-0.5938		1	below_min_n
0.4062-0.4375	0.5625-0.5938		0	empty
0.4375-0.4688	0.5625-0.5938		0	empty
0.4688-0.5000	0.5625-0.5938		0	empty
0.5000-0.5312	0.5625-0.5938		0	empty
0.5312-0.5625	0.5625-0.5938		0	empty
0.5625-0.5938	0.5625-0.5938		2	below_min_n
0.5938-0.6250	0.5625-0.5938		0	empty
0.6250-0.6562	0.5625-0.5938		1	below_min_n
0.6562-0.6875	0.5625-0.5938		0	empty
0.6875-0.7188	0.5625-0.5938		1	below_min_n
0.7188-0.7500	0.5625-0.5938		1	below_min_n
0.7500-0.7812	0.5625-0.5938		0	empty
0.7812-0.8125	0.5625-0.5938		0	empty
0.8125-0.8438	0.5625-0.5938		0	empty
0.8438-0.8750	0.5625-0.5938		2	below_min_n
0.8750-0.9062	0.5625-0.5938		0	empty
0.9062-0.9375	0.5625-0.5938		1	below_min_n
0.9375-0.9688	0.5625-0.5938		0	empty
0.9688-1.0000	0.5625-0.5938		0	empty
0.0000-0.0312	0.5938-0.6250		4	below_min_n
0.0312-0.0625	0.5938-0.6250		0	empty
0.0625-0.0938	0.5938-0.6250		0	empty
0.0938-0.1250	0.5938-0.6250		0	empty
0.1250-0.1562	0.5938-0.6250		0	empty
0.1562-0.1875	0.5938-0.6250		1	below_min_n
0.1875-0.2188	0.5938-0.6250		0	empty
0.2188-0.2500	0.5938-0.6250		0	empty
0.2500-0.2812	0.5938-0.6250		1	below_min_n
0.2812-0.3125	0.5938-0.6250		0	empty
0.3125-0.3438	0.5938-0.6250		0	empty
0.3438-0.3750	0.5938-0.6250		0	empty
0.3750-0.4062	0.5938-0.6250		0	empty
0.4062-0.4375	0.5938-0.6250		0	empty
0.4375-0.4688	0.5938-0.6250		1	below_min_n
0.4688-0.5000	0.5938-0.6250		0	empty
0.5000-0.5312	0.5938-0.6250		0	empty
0.5312-0.5625	0.5938-0.6250		0	empty
0.5625-0.5938	0.5938-0.6250		0	empty
0.5938-0.6250	0.5938-0.6250		0	empty
0.6250-0.6562	0.5938-0.6250		0	empty
0.6562-0.6875	0.5938-0.6250		0	empty
0.6875-0.7188	0.5938-0.6250		0	empty
0.7188-0.7500	0.5938-0.6250		0	empty
0.7500-0.7812	0.5938-0.6250		0	empty
0.7812-0.8125	0.5938-0.6250		0	empty
0.8125-0.8438	0.5938-0.6250		0	empty
0.8438-0.8750	0.5938-0.6250		0	empty
0.8750-0.9062	0.5938-0.6250		0	empty
0.9062-0.9375	0.5938-0.6250		0	empty
0.9375-0.9688	0.5938-0.6250		0	empty
0.9688-1.0000	0.5938-0.6250		0	empty
0.0000-0.0312	0.6250-0.6562		15	below_min_n
0.0312-0.0625	0.6250-0.6562		0	empty
0.0625-0.0938	0.6250-0.6562		0	empty
0.0938-0.1250	0.6250-0.6562		0	empty
0.1250-0.1562	0.6250-0.6562		0	empty
0.1562-0.1875	0.6250-0.6562		2	below_min_n
0.1875-0.2188	0.6250-0.6562		1	below_min_n
0.2188-0.2500	0.6250-0.6562		0	empty
0.2500-0.2812	0.6250-0.6562		0	empty
0.2812-0.3125	0.6250-0.6562		1	below_min_n
0.3125-0.3438	0.6250-0.6562		2	below_min_n
0.3438-0.3750	0.6250-0.6562		0	empty
0.3750-0.4062	0.6250-0.6562		2	below_min_n
0.4062-0.4375	0.6250-0.6562		0	empty
0.4375-0.4688	0.6250-0.6562		0	empty
0.4688-0.5000	0.6250-0.6562		0	empty
0.5000-0.5312	0.6250-0.6562		0	empty
0.5312-0.5625	0.6250-0.6562		1	below_min_n
0.5625-0.5938	0.6250-0.6562		0	empty
0.5938-0.6250	0.6250-0.6562		0	empty
0.6250-0.6562	0.6250-0.6562		0	empty
0.6562-0.6875	0.6250-0.6562		0	empty
0.6875-0.7188	0.6250-0.6562		0	empty
0.7188-0.7500	0.6250-0.6562		1	below_min_n
0.7500-0.7812	0.6250-0.6562		0	empty
0.7812-0.8125	0.6250-0.6562		1	below_min_n
0.8125-0.8438	0.6250-0.6562		0	empty
0.8438-0.8750	0.6250-0.6562		0	empty
0.8750-0.9062	0.6250-0.6562		0	empty
0.9062-0.9375	0.6250-0.6562		1	below_min_n
0.9375-0.9688	0.6250-0.6562		0	empty
0.9688-1.0000	0.6250-0.6562		0	empty
0.0000-0.0312	0.6562-0.6875		15	below_min_n
0.0312-0.0625	0.6562-0.6875		0	empty
0.0625-0.0938	0.6562-0.6875		0	empty
0.0938-0.1250	0.6562-0.6875		0	empty
0.1250-0.1562	0.6562-0.6875		0	empty
0.1562-0.1875	0.6562-0.6875		1	below_min_n
0.1875-0.2188	0.6562-0.6875		0	empty
0.2188-0.2500	0.6562-0.6875		1	below_min_n
0.2500-0.2812	0.6562-0.6875		0	empty
0.2812-0.3125	0.6562-0.6875		1	below_min_n
0.3125-0.3438	0.6562-0.6875		0	empty
0.3438-0.3750	0.6562-0.6875		0	empty
0.3750-0.4062	0.6562-0.6875		3	below_min_n
0.4062-0.4375	0.6562-0.6875		2	below_min_n
0.4375-0.4688	0.6562-0.6875		0	empty
0.4688-0.5000	0.6562-0.6875		0	empty
0.5000-0.5312	0.6562-0.6875		0	empty
0.5312-0.5625	0.6562-0.6875		1	below_min_n
0.5625-0.5938	0.6562-0.6875		1	below_min_n
0.5938-0.6250	0.6562-0.6875		1	below_min_n
0.6250-0.6562	0.6562-0.6875		0	empty
0.6562-0.6875	0.6562-0.6875		0	empty
0.6875-0.7188	0.6562-0.6875		1	below_min_n
0.7188-0.7500	0.6562-0.6875		1	below_min_n
0.7500-0.7812	0.6562-0.6875		1	below_min_n
0.7812-0.8125	0.6562-0.6875		0	empty
0.8125-0.8438	0.6562-0.6875		0	empty
0.8438-0.8750	0.6562-0.6875		0	empty
0.8750-0.9062	0.6562-0.6875		0	empty
0.9062-0.9375	0.6562-0.6875		0	empty
0.9375-0.9688	0.6562-0.6875		0	empty
0.9688-1.0000	0.6562-0.6875		1	below_min_n
0.0000-0.0312	0.6875-0.7188		17	below_min_n
0.0312-0.0625	0.6875-0.7188		0	empty
0.0625-0.0938	0.6875-0.7188		0	empty
0.0938-0.1250	0.6875-0.7188		1	below_min_n
0.1250-0.1562	0.6875-0.7188		0	empty
0.1562-0.1875	0.6875-0.7188		2	below_min_n
0.1875-0.2188	0.6875-0.7188		1	below_min_n
0.2188-0.2500	0.6875-0.7188		1	below_min_n
0.2500-0.2812	0.6875-0.7188		0	empty
0.2812-0.3125	0.6875-0.7188		0	empty
0.3125-0.3438	0.6875-0.7188		0	empty
0.3438-0.3750	0.6875-0.7188		0	empty
0.3750-0.4062	0.6875-0.7188		0	empty
0.4062-0.4375	0.6875-0.7188		1	below_min_n
0.4375-0.4688	0.6875-0.7188		4	below_min_n
0.4688-0.5000	0.6875-0.7188		0	empty
0.5000-0.5312	0.6875-0.7188		1	below_min_n
0.5312-0.5625	0.6875-0.7188		0	empty
0.5625-0.5938	0.6875-0.7188		0	empty
0.5938-0.6250	0.6875-0.7188		0	empty
0.6250-0.6562	0.6875-0.7188		1	below_min_n
0.6562-0.6875	0.6875-0.7188		0	empty
0.6875-0.7188	0.6875-0.7188		0	empty
0.7188-0.7500	0.6875-0.7188		1	below_min_n
0.7500-0.7812	0.6875-0.7188		0	empty
0.7812-0.8125	0.6875-0.7188		0	empty
0.8125-0.8438	0.6875-0.7188		0	empty
0.8438-0.8750	0.6875-0.7188		0	empty
0.8750-0.9062	0.6875-0.7188		1	below_min_n
0.9062-0.9375	0.6875-0.7188		1	below_min_n
0.9375-0.9688	0.6875-0.7188		0	empty
0.9688-1.0000	0.6875-0.7188		2	below_min_n
0.0000-0.0312	0.7188-0.7500		9	below_min_n
0.0312-0.0625	0.7188-0.7500		0	empty
0.0625-0.0938	0.7188-0.7500		1	below_min_n
0.0938-0.1250	0.7188-0.7500		0	empty
0.1250-0.1562	0.7188-0.7500		1	below_min_n
0.1562-0.1875	0.7188-0.7500		1	below_min_n
0.1875-0.2188	0.7188-0.7500		1	below_min_n
0.2188-0.2500	0.7188-0.7500		1	below_min_n
0.2500-0.2812	0.7188-0.7500		1	below_min_n
0.2812-0.3125	0.7188-0.7500		0	empty
0.3125-0.3438	0.7188-0.7500		1	below_min_n
0.3438-0.3750	0.7188-0.7500		0	empty
0.3750-0.4062	0.7188-0.7500		1	below_min_n
0.4062-0.4375	0.7188-0.7500		1	below_min_n
0.4375-0.4688	0.7188-0.7500		0	empty
0.4688-0.5000	0.7188-0.7500		0	empty
0.5000-0.5312	0.7188-0.7500		0	empty
0.5312-0.5625	0.7188-0.7500		0	empty
0.5625-0.5938	0.7188-0.7500		1	below_min_n
0.5938-0.6250	0.7188-0.7500		0	empty
0.6250-0.6562	0.7188-0.7500		0	empty
0.6562-0.6875	0.7188-0.7500		0	empty
0.6875-0.7188	0.7188-0.7500		3	below_min_n
0.7188-0.7500	0.7188-0.7500		0	empty
0.7500-0.7812	0.7188-0.7500		0	empty
0.7812-0.8125	0.7188-0.7500		1	below_min_n
0.8125-0.8438	0.7188-0.7500		1	below_min_n
0.8438-0.8750	0.7188-0.7500		0	empty
0.8750-0.9062	0.7188-0.7500		0	empty
0.9062-0.9375	0.7188-0.7500		0	empty
0.9375-0.9688	0.7188-0.7500		0	empty
0.9688-1.0000	0.7188-0.7500		0	empty
0.0000-0.0312	0.7500-0.7812		13	below_min_n
0.0312-0.0625	0.7500-0.7812		0	empty
0.0625-0.0938	0.7500-0.7812		0	empty
0.0938-0.1250	0.7500-0.7812		0	empty
0.1250-0.1562	0.7500-0.7812		0	empty
0.1562-0.1875	0.7500-0.7812		1	below_min_n
0.1875-0.2188	0.7500-0.7812		1	below_min_n
0.2188-0.2500	0.7500-0.7812		1	below_min_n
0.2500-0.2812	0.7500-0.7812		0	empty
0.2812-0.3125	0.7500-0.7812		1	below_min_n
0.3125-0.3438	0.7500-0.7812		0	empty
0.3438-0.3750	0.7500-0.7812		0	empty
0.3750-0.4062	0.7500-0.7812		0	empty
0.4062-0.4375	0.7500-0.7812		0	empty
0.4375-0.4688	0.7500-0.7812		0	empty
0.4688-0.5000	0.7500-0.7812		0	empty
0.5000-0.5312	0.7500-0.7812		1	below_min_n
0.5312-0.5625	0.7500-0.7812		0	empty
0.5625-0.5938	0.7500-0.7812		1	below_min_n
0.5938-0.6250	0.7500-0.7812		0	empty
0.6250-0.6562	0.7500-0.7812		2	below_min_n
0.6562-0.6875	0.7500-0.7812		2	below_min_n
0.6875-0.7188	0.7500-0.7812		1	below_min_n
0.7188-0.7500	0.7500-0.7812		0	empty
0.7500-0.7812	0.7500-0.7812		1	below_min_n
0.7812-0.8125	0.7500-0.7812		0	empty
0.8125-0.8438	0.7500-0.7812		0	empty
0.8438-0.8750	0.7500-0.7812		0	empty
0.8750-0.9062	0.7500-0.7812		0	empty
0.9062-0.9375	0.7500-0.7812		1	below_min_n
0.9375-0.9688	0.7500-0.7812		0	empty
0.9688-1.0000	0.7500-0.7812		0	empty
0.0000-0.0312	0.7812-0.8125		5	below_min_n
0.0312-0.0625	0.7812-0.8125		0	empty
0.0625-0.0938	0.7812-0.8125		0	empty
0.0938-0.1250	0.7812-0.8125		0	empty
0.1250-0.1562	0.7812-0.8125		0	empty
0.1562-0.1875	0.7812-0.8125		1	below_min_n
0.1875-0.2188	0.7812-0.8125		0	empty
0.2188-0.2500	0.7812-0.8125		1	below_min_n
0.2500-0.2812	0.7812-0.8125		0	empty
0.2812-0.3125	0.7812-0.8125		0	empty
0.3125-0.3438	0.7812-0.8125		0	empty
0.3438-0.3750	0.7812-0.8125		0	empty
0.3750-0.4062	0.7812-0.8125		1	below_min_n
0.4062-0.4375	0.7812-0.8125		0	empty
0.4375-0.4688	0.7812-0.8125		1	below_min_n
0.4688-0.5000	0.7812-0.8125		3	below_min_n
0.5000-0.5312	0.7812-0.8125		1	below_min_n
0.5312-0.5625	0.7812-0.8125		0	empty
0.5625-0.5938	0.7812-0.8125		0	empty
0.5938-0.6250	0.7812-0.8125		0	empty
0.6250-0.6562	0.7812-0.8125		1	below_min_n
0.6562-0.6875	0.7812-0.8125		3	below_min_n
0.6875-0.7188	0.7812-0.8125		2	below_min_n
0.7188-0.7500	0.7812-0.8125		0	empty
